itemid,label,fluid,category,count,min,max,linksto,param_type,unitname
51897,Surfactant/Albumin,Other Body Fluid,Chemistry,36,___,___,mimiciv_hosp.labevents,,mg/g
51899,Trichomonas vaginalis,Other Body Fluid,Chemistry,14,NEG,POS,mimiciv_hosp.labevents,,N/A
51901,Voided Specimen,Other Body Fluid,Chemistry,0,,,mimiciv_hosp.labevents,,
51903,PAN1,Other Body Fluid,Chemistry,8753,___,991,mimiciv_hosp.labevents,,
51904,PAN2,Other Body Fluid,Chemistry,2271,1,993,mimiciv_hosp.labevents,,
51921,"proBNP, Pleural",Pleural,Chemistry,1171,___,997,mimiciv_hosp.labevents,,pg/mL
51924,Voided Specimen,Pleural,Chemistry,0,,,mimiciv_hosp.labevents,,
51927,"Albumin, Stool",Stool,Chemistry,0,,,mimiciv_hosp.labevents,,g/dL
51933,C. diff PCR,Stool,Chemistry,1,NEG,NEG,mimiciv_hosp.labevents,,
51934,C Diff Toxin Antigen Assay,Stool,Chemistry,0,,,mimiciv_hosp.labevents,,
51945,Norovirus Genogroup I,Stool,Chemistry,1,NEG,NEG,mimiciv_hosp.labevents,,
51946,Norovirus Genogroup II,Stool,Chemistry,2,POS,POS,mimiciv_hosp.labevents,,
51953,Voided Specimen,Stool,Chemistry,1,___,___,mimiciv_hosp.labevents,,
51954,CDT027,Stool,Chemistry,0,,,mimiciv_hosp.labevents,,
51956,CDT027,Stool,Chemistry,0,,,mimiciv_hosp.labevents,,
51966,Bilirubin,Urine,Chemistry,184,LARGE,SMALL,mimiciv_hosp.labevents,,
51966,Bilirubin,Urine,Chemistry,379,LARGE,SMALL,mimiciv_hosp.labevents,,N/A
51967,Blood,Urine,Chemistry,184,LARGE,TRACE,mimiciv_hosp.labevents,,
51967,Blood,Urine,Chemistry,379,LARGE,TRACE,mimiciv_hosp.labevents,,N/A
51972,Chlamydia trachomatis,Urine,Chemistry,47,NEG,POS,mimiciv_hosp.labevents,,N/A
51980,Fentanyl,Urine,Chemistry,0,,,mimiciv_hosp.labevents,,N/A
51981,Glucose,Urine,Chemistry,557,100,NEG,mimiciv_hosp.labevents,,mg/dL
51984,Ketone,Urine,Chemistry,561,1,TRACE,mimiciv_hosp.labevents,,mg/dL
51985,Leukocytes,Urine,Chemistry,184,LARG,TRACE,mimiciv_hosp.labevents,,
51985,Leukocytes,Urine,Chemistry,379,LARGE,TRACE,mimiciv_hosp.labevents,,N/A
51986,Neisseria gonorrhoeae,Urine,Chemistry,19,NEG,POS,mimiciv_hosp.labevents,,N/A
51987,Nitrite,Urine,Chemistry,184,NEG,POS,mimiciv_hosp.labevents,,
51987,Nitrite,Urine,Chemistry,379,NEG,POS,mimiciv_hosp.labevents,,N/A
51989,Oxycodone,Urine,Chemistry,1,NEG,NEG,mimiciv_hosp.labevents,,N/A
51989,Oxycodone,Urine,Chemistry,6879,NEG,POS,mimiciv_hosp.labevents,,
51992,Protein,Urine,Chemistry,538,___,TRACE,mimiciv_hosp.labevents,,mg/dL
51994,Specific Gravity,Urine,Chemistry,481,1.005,1.030,mimiciv_hosp.labevents,,
51996,Trichomonas vaginalis,Urine,Chemistry,1,POS,POS,mimiciv_hosp.labevents,,N/A
52002,Urobilinogen,Urine,Chemistry,562,___,8.0,mimiciv_hosp.labevents,,mg/dL
52004,UTX1,Urine,Chemistry,26883,0,-99,mimiciv_hosp.labevents,,
52005,UTX2,Urine,Chemistry,26354,1,-998,mimiciv_hosp.labevents,,
52006,UTX3,Urine,Chemistry,26873,0,9992,mimiciv_hosp.labevents,,
52007,UTX4,Urine,Chemistry,27057,0,-99,mimiciv_hosp.labevents,,
52008,UTX5,Urine,Chemistry,26845,0,-99,mimiciv_hosp.labevents,,
52009,UTX6,Urine,Chemistry,25928,0,-99,mimiciv_hosp.labevents,,
52010,UTX7,Urine,Chemistry,26729,1,-99,mimiciv_hosp.labevents,,
52012,UTX9,Urine,Chemistry,2935,-1,-99,mimiciv_hosp.labevents,,
52014,Voided Specimen,Urine,Chemistry,0,,,mimiciv_hosp.labevents,,
52018,PAN1,Urine,Chemistry,7226,0,979,mimiciv_hosp.labevents,,
52019,PAN2,Urine,Chemistry,941,1,9,mimiciv_hosp.labevents,,
52020,UTX10,Urine,Chemistry,1356,0,-9,mimiciv_hosp.labevents,,
52023,Assist/Control,Blood,Blood Gas,0,,,mimiciv_hosp.labevents,,
52024,"Creatinine, Whole Blood",Blood,Blood Gas,4318,___,9.9,mimiciv_hosp.labevents,,mg/dL
52026,Estimated GFR (MDRD equation),Blood,Blood Gas,0,,,mimiciv_hosp.labevents,,
52032,P50 of Hemoglobin,Blood,Blood Gas,1,30,30,mimiciv_hosp.labevents,,mm Hg
52033,Specimen Type,Blood,Blood Gas,618511,ART.,VEN.,mimiciv_hosp.labevents,,
52036,Voided Specimen,Blood,Blood Gas,0,,,mimiciv_hosp.labevents,,
52043,Voided Specimen,Other Body Fluid,Blood Gas,0,,,mimiciv_hosp.labevents,,
52055,Hyperseg,Ascites,Hematology,1,1,1,mimiciv_hosp.labevents,,%
52065,"Total Nucleated Cells, Ascites",Ascites,Hematology,11538,___,9988,mimiciv_hosp.labevents,,#/uL
52066,Voided Specimen,Ascites,Hematology,0,,,mimiciv_hosp.labevents,,
52069,Absolute Basophil Count,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
52069,Absolute Basophil Count,Blood,Hematology,515338,___,9.95,mimiciv_hosp.labevents,,K/uL
52073,Absolute Eosinophil Count,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
52073,Absolute Eosinophil Count,Blood,Hematology,515380,___,9.93,mimiciv_hosp.labevents,,K/uL
52074,Absolute Monocyte Count,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
52074,Absolute Monocyte Count,Blood,Hematology,515338,___,9.99,mimiciv_hosp.labevents,,K/uL
52075,Absolute Neutrophil Count,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
52075,Absolute Neutrophil Count,Blood,Hematology,538690,___,9.99,mimiciv_hosp.labevents,,K/uL
52087,CD15/56,Blood,Hematology,479,___,DONE,mimiciv_hosp.labevents,,
52088,CD 1a,Blood,Hematology,3,DONE,DONE,mimiciv_hosp.labevents,,
52092,CD56 %,Blood,Hematology,9,12.0,6,mimiciv_hosp.labevents,,%
52093,CD56 Absolute Count,Blood,Hematology,9,128,88,mimiciv_hosp.labevents,,#/uL
52107,dRVVT - Confirmation,Blood,Hematology,115,___,1.88,mimiciv_hosp.labevents,,N/A
52108,dRVVT - Normalized Ratio,Blood,Hematology,115,___,3.50,mimiciv_hosp.labevents,,N/A
52109,dRVVT - Screen,Blood,Hematology,386,___,"UNABLE TO REPORT, LAB ERROR",mimiciv_hosp.labevents,,N/A
52111,Echinocytes,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
52111,Echinocytes,Blood,Hematology,1,11,11,mimiciv_hosp.labevents,,N/A
52113,Factor IX Inhibitor,Blood,Hematology,1,<0.04,<0.04,mimiciv_hosp.labevents,,BU
52123,"G6PD, Qualitative",Blood,Hematology,1164,CANCELLED,NORMAL,mimiciv_hosp.labevents,,N/A
52129,Hemoglobin Other,Blood,Hematology,40,___,29.8,mimiciv_hosp.labevents,,%
52131,HIT-Ab Interpreted Result,Blood,Hematology,55,CANCEL,POSITIVE,mimiciv_hosp.labevents,,N/A
52132,HIT-Ab Numerical Result,Blood,Hematology,64,___,INVALID,mimiciv_hosp.labevents,,U/mL
52135,Immature Granulocytes,Blood,Hematology,413535,___,9.6,mimiciv_hosp.labevents,,%
52171,RBC Morphology,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
52171,RBC Morphology,Blood,Hematology,15,1,4,mimiciv_hosp.labevents,,N/A
52172,RDW-SD,Blood,Hematology,2,45.8,57.7,mimiciv_hosp.labevents,,
52172,RDW-SD,Blood,Hematology,1360564,___,ERROR,mimiciv_hosp.labevents,,fL
52176,Rouleaux,Blood,Hematology,0,,,mimiciv_hosp.labevents,,N/A
52177,SCT - Confirmation,Blood,Hematology,46,___,1.93,mimiciv_hosp.labevents,,N/A
52178,SCT - Normalized Ratio,Blood,Hematology,46,___,4.34,mimiciv_hosp.labevents,,N/A
52179,SCT - Screen,Blood,Hematology,327,___,6.08,mimiciv_hosp.labevents,,N/A
52181,Stomatocyte,Blood,Hematology,0,,,mimiciv_hosp.labevents,,N/A
52184,TCR Alpha-Beta,Blood,Hematology,6,DONE,DONE,mimiciv_hosp.labevents,,
52185,TCR Gamma-Delta,Blood,Hematology,6,DONE,DONE,mimiciv_hosp.labevents,,
52195,Voided Specimen,Blood,Hematology,9,1,VOIDED,mimiciv_hosp.labevents,,
52220,wbcp,Blood,Hematology,4643,1,9.7,mimiciv_hosp.labevents,,%
52221,Atypical Lymphocytes,Cerebrospinal Fluid,Hematology,831,___,9,mimiciv_hosp.labevents,,%
52223,Bands,Cerebrospinal Fluid,Hematology,512,___,9,mimiciv_hosp.labevents,,%
52225,Basophils,Cerebrospinal Fluid,Hematology,295,___,8,mimiciv_hosp.labevents,,%
52227,Blasts,Cerebrospinal Fluid,Hematology,89,___,91,mimiciv_hosp.labevents,,%
52256,Eosinophils,Cerebrospinal Fluid,Hematology,1519,___,9,mimiciv_hosp.labevents,,%
52257,"Hematocrit, CSF",Cerebrospinal Fluid,Hematology,101,___,___,mimiciv_hosp.labevents,,%
52262,Immunophenotyping,Cerebrospinal Fluid,Hematology,462,CALCEL,SENT,mimiciv_hosp.labevents,,
52263,Lining Cell,Cerebrospinal Fluid,Hematology,45,___,9,mimiciv_hosp.labevents,,%
52264,Lymphs,Cerebrospinal Fluid,Hematology,17232,___,99,mimiciv_hosp.labevents,,%
52266,Macrophage,Cerebrospinal Fluid,Hematology,3437,___,92,mimiciv_hosp.labevents,,%
52268,Mesothelial cells,Cerebrospinal Fluid,Hematology,77,___,8,mimiciv_hosp.labevents,,%
52270,Metamyelocytes,Cerebrospinal Fluid,Hematology,116,___,8,mimiciv_hosp.labevents,,%
52272,Monocytes,Cerebrospinal Fluid,Hematology,17232,___,95,mimiciv_hosp.labevents,,%
52274,Myelocytes,Cerebrospinal Fluid,Hematology,52,___,8,mimiciv_hosp.labevents,,%
52276,NRBC,Cerebrospinal Fluid,Hematology,175,___,9,mimiciv_hosp.labevents,,%
52278,Other,Cerebrospinal Fluid,Hematology,1794,___,37,mimiciv_hosp.labevents,,%
52279,Plasma,Cerebrospinal Fluid,Hematology,189,___,9,mimiciv_hosp.labevents,,%
52281,Polys,Cerebrospinal Fluid,Hematology,17232,___,99,mimiciv_hosp.labevents,,%
52283,Promyelocytes,Cerebrospinal Fluid,Hematology,53,___,40,mimiciv_hosp.labevents,,%
52285,"RBC, CSF",Cerebrospinal Fluid,Hematology,17130,___,9990,mimiciv_hosp.labevents,,#/uL
52286,"Total Nucleated Cells, CSF",Cerebrospinal Fluid,Hematology,17229,___,990,mimiciv_hosp.labevents,,#/uL
52287,Voided Specimen,Cerebrospinal Fluid,Hematology,0,,,mimiciv_hosp.labevents,,
52288,Young,Cerebrospinal Fluid,Hematology,3,1,4,mimiciv_hosp.labevents,,%
52294,Blasts,Joint Fluid,Hematology,1,___,___,mimiciv_hosp.labevents,,%
52301,Lining Cell,Joint Fluid,Hematology,146,___,9,mimiciv_hosp.labevents,,%
52305,Myelocytes,Joint Fluid,Hematology,8,___,5,mimiciv_hosp.labevents,,%
52307,Plasma,Joint Fluid,Hematology,15,___,1,mimiciv_hosp.labevents,,%
52311,Promyelocytes,Joint Fluid,Hematology,10,___,1,mimiciv_hosp.labevents,,%
52312,"Total Nucleated Cells, Joint",Joint Fluid,Hematology,5963,___,ERROR,mimiciv_hosp.labevents,,#/uL
52313,Voided Specimen,Joint Fluid,Hematology,0,,,mimiciv_hosp.labevents,,
52319,CD 1a,Bone Marrow,Hematology,6,DONE,DONE,mimiciv_hosp.labevents,,
52331,TCR Alpha-Beta,Bone Marrow,Hematology,3,DONE,DONE,mimiciv_hosp.labevents,,
52332,TCR Gamma-Delta,Bone Marrow,Hematology,3,DONE,DONE,mimiciv_hosp.labevents,,
52335,TdT,Bone Marrow,Hematology,56,D,DONE,mimiciv_hosp.labevents,,
52339,Blasts,Other Body Fluid,Hematology,2,___,0,mimiciv_hosp.labevents,,%
52341,CD 1a,Other Body Fluid,Hematology,2,DONE,DONE,mimiciv_hosp.labevents,,
52355,Hypersegmented Neutrophils,Other Body Fluid,Hematology,2,0,0,mimiciv_hosp.labevents,,%
52358,Lining Cell,Other Body Fluid,Hematology,158,___,90,mimiciv_hosp.labevents,,%
52369,"Total Nucleated Cells, Other",Other Body Fluid,Hematology,2114,___,9975,mimiciv_hosp.labevents,,#/uL
52370,Voided Specimen,Other Body Fluid,Hematology,0,,,mimiciv_hosp.labevents,,
52371,Young,Other Body Fluid,Hematology,1,0,0,mimiciv_hosp.labevents,,%
52373,TdT,Other Body Fluid,Hematology,13,DONE,DONE,mimiciv_hosp.labevents,,
52391,"Total Nucleated Cells, Pleural",Pleural,Hematology,7591,___,999,mimiciv_hosp.labevents,,#/uL
52392,Voided Specimen,Pleural,Hematology,0,,,mimiciv_hosp.labevents,,
52406,Voided Specimen,Stool,Hematology,0,,,mimiciv_hosp.labevents,,
52410,Fatty Casts,Urine,Hematology,2,3-5,N,mimiciv_hosp.labevents,,#/lpf
52419,Voided Specimen,Urine,Hematology,1,VOIDED,VOIDED,mimiciv_hosp.labevents,,
52424,RFXUCU,Urine,Hematology,1746,DONE,DONE,mimiciv_hosp.labevents,,
52425,XUCU,Urine,Hematology,4474,DONE,DONE,mimiciv_hosp.labevents,,
52426,UCU1,Urine,Hematology,0,,,mimiciv_hosp.labevents,,
52427,UCU2,Urine,Hematology,0,,,mimiciv_hosp.labevents,,
52500,Anion Gap,Blood,Chemistry,367,10,9,mimiciv_hosp.labevents,,mEq/L
52535,Chloride,Blood,Chemistry,369,___,99,mimiciv_hosp.labevents,,mEq/L
52546,Creatinine,Blood,Chemistry,376,___,___,mimiciv_hosp.labevents,,mg/dL
52551,D-Dimer,Blood,Chemistry,24,110,825,mimiciv_hosp.labevents,,ng/mL DDU
52569,Glucose,Blood,Chemistry,401,___,99,mimiciv_hosp.labevents,,mg/dL
52610,Potassium,Blood,Chemistry,402,___,9.0,mimiciv_hosp.labevents,,mEq/L
52623,Sodium,Blood,Chemistry,402,___,145,mimiciv_hosp.labevents,,mEq/L
52642,Troponin I,Blood,Chemistry,163,___,___,mimiciv_hosp.labevents,,ng/mL
52647,Urea Nitrogen,Blood,Chemistry,367,___,9,mimiciv_hosp.labevents,,mg/dL
52720,"HCG, Urine, Qualitative",Urine,Chemistry,79,NEG,POS,mimiciv_hosp.labevents,,
52720,"HCG, Urine, Qualitative",Urine,Chemistry,166,NEG,POS,mimiciv_hosp.labevents,,N/A
52730,pH,Urine,Chemistry,562,5.0,9.0,mimiciv_hosp.labevents,,units
52769,Absolute Lymphocyte Count,Blood,Hematology,26156,___,999,mimiciv_hosp.labevents,,#/uL
52955,CD10,Bone Marrow,Hematology,1462,D,ODNE,mimiciv_hosp.labevents,,
52992,Iron Stain,Bone Marrow,Hematology,0,,,mimiciv_hosp.labevents,,
53127,Voided Specimen,Ascites,Chemistry,0,,,mimiciv_hosp.labevents,,
53144,ANCA Titer,Blood,Chemistry,8,___,___,mimiciv_hosp.labevents,,
53153,HIV Screen,Blood,Chemistry,2,___,___,mimiciv_hosp.labevents,,
53153,HIV Screen,Blood,Chemistry,10,___,___,mimiciv_hosp.labevents,,N/A
53154,Lactate,Blood,Chemistry,82,___,___,mimiciv_hosp.labevents,,mmol/L
220001,Problem List,,General,477602,"Abdomen, Acute",Wound separation,chartevents,Text,
220045,Heart Rate,,Routine Vital Signs,6460839,0,99.5,chartevents,Numeric,bpm
220046,Heart rate Alarm - High,,Alarms,627111,0,95,chartevents,Numeric,bpm
220047,Heart Rate Alarm - Low,,Alarms,627396,0,98.6,chartevents,Numeric,bpm
220048,Heart Rhythm,,Routine Vital Signs,5907987,1st AV (First degree AV Block) ,WAP (Wandering atrial pacemaker),chartevents,Text,
220050,Arterial Blood Pressure systolic,,Routine Vital Signs,2264001,0,99,chartevents,Numeric,mmHg
220051,Arterial Blood Pressure diastolic,,Routine Vital Signs,2263647,0,997,chartevents,Numeric,mmHg
220052,Arterial Blood Pressure mean,,Routine Vital Signs,2272013,0,9999,chartevents,Numeric,mmHg
220056,Arterial Blood Pressure Alarm - Low,,Alarms,200198,0,990,chartevents,Numeric,mmHg
220058,Arterial Blood Pressure Alarm - High,,Alarms,200132,0,99,chartevents,Numeric,mmHg
220059,Pulmonary Artery Pressure systolic,,Hemodynamics,309026,0,99,chartevents,Numeric,mmHg
220060,Pulmonary Artery Pressure diastolic,,Hemodynamics,309126,0,98,chartevents,Numeric,mmHg
220061,Pulmonary Artery Pressure mean,,Hemodynamics,304080,0,99,chartevents,Numeric,mmHg
220063,Pulmonary Artery Pressure Alarm - High,,Alarms,28214,0,95,chartevents,Numeric,mmHg
220066,Pulmonary Artery Pressure Alarm - Low,,Alarms,28116,0,95,chartevents,Numeric,mmHg
220072,Central Venous Pressure Alarm - High,,Alarms,69733,0,95,chartevents,Numeric,mmHg
220073,Central Venous Pressure  Alarm - Low,,Alarms,69687,0,92,chartevents,Numeric,mmHg
220074,Central Venous Pressure,,Hemodynamics,812683,0,99,chartevents,Numeric,mmHg
220088,Cardiac Output (thermodilution),,Hemodynamics,23754,0,9.99,chartevents,Numeric,L/min
220120,Intra Aortic Ballon Pump Setting,,IABP,1968,1:1,Off,chartevents,Text,
220125,Left Ventricular Assit Device Flow,,Hemodynamics,53,1.2,4.6,chartevents,Numeric,L/min
220128,Right Ventricular Assist Device Flow,,Hemodynamics,1019,1.1,5.3,chartevents,Numeric,L/min
220179,Non Invasive Blood Pressure systolic,,Routine Vital Signs,4067219,0,99,chartevents,Numeric,mmHg
220180,Non Invasive Blood Pressure diastolic,,Routine Vital Signs,4066337,0,99,chartevents,Numeric,mmHg
220181,Non Invasive Blood Pressure mean,,Routine Vital Signs,4064537,0,9975,chartevents,Numeric,mmHg
220194,Temporary AV interval,,Cardiovascular (Pacer Data),415,0,9,chartevents,Numeric,msec
220210,Respiratory Rate,,Respiratory,6393762,0,99,chartevents,Numeric,insp/min
220224,Arterial O2 pressure,,Labs,305443,0,999999,chartevents,Numeric,mmHg
220227,Arterial O2 Saturation,,Labs,87394,0,999999,chartevents,Numeric,%
220228,Hemoglobin,,Labs,428841,0,999999,chartevents,Numeric,g/dl
220235,Arterial CO2 Pressure,,Labs,305443,0,999999,chartevents,Numeric,mmHg
220245,CO2 production,,Respiratory,45631,0,99,chartevents,Numeric,ml/min
220274,PH (Venous),,Labs,53,0,7.69,chartevents,Numeric,None
220274,PH (Venous),,Labs,62547,0,999999,chartevents,Numeric,None
220277,O2 saturation pulseoxymetry,,Respiratory,6324341,0,9.9e+06,chartevents,Numeric,%
220283,Resistance,,Respiratory,18,13,58,chartevents,Numeric,cmH2O/L/seconds
220292,Minute Volume Alarm - Low,,Alarms,580357,0,9.95,chartevents,Numeric,L/min
220293,Minute Volume Alarm - High,,Alarms,578070,0,9.7,chartevents,Numeric,L/min
220339,PEEP set,,Respiratory,642089,0,9.9,chartevents,Numeric,cmH2O
220507,Activated Clotting Time,,Labs,9654,0,99,chartevents,Numeric,None
220545,Hematocrit (serum),,Labs,243,0,99,chartevents,Numeric,None
220545,Hematocrit (serum),,Labs,434872,0,999999,chartevents,Numeric,None
220546,WBC,,Labs,63,10,9.7,chartevents,Numeric,None
220546,WBC,,Labs,380273,0,999999,chartevents,Numeric,None
220580,Ammonia,,Labs,1615,10,999999,chartevents,Numeric,None
220581,Amylase,,Labs,3,25,98,chartevents,Numeric,None
220581,Amylase,,Labs,14190,10,999999,chartevents,Numeric,None
220587,AST,,Labs,8,105,841,chartevents,Numeric,None
220587,AST,,Labs,110662,0,999999,chartevents,Numeric,None
220602,Chloride (serum),,Labs,98,0,999999,chartevents,Numeric,None
220602,Chloride (serum),,Labs,446918,100,999999,chartevents,Numeric,None
220603,Cholesterol,,Labs,4526,100,99,chartevents,Numeric,None
220615,Creatinine (serum),,Labs,76,0,7.4,chartevents,Numeric,None
220615,Creatinine (serum),,Labs,425278,0,999999,chartevents,Numeric,None
220621,Glucose (serum),,Labs,5213,0,999999,chartevents,Numeric,None
220621,Glucose (serum),,Labs,415354,0,999999,chartevents,Numeric,None
220624,HDL,,Labs,4321,10,98,chartevents,Numeric,None
220632,LDH,,Labs,4,102,390,chartevents,Numeric,None
220632,LDH,,Labs,63095,10,999999,chartevents,Numeric,None
220635,Magnesium,,Labs,60,0,78,chartevents,Numeric,None
220635,Magnesium,,Labs,412340,0,999999,chartevents,Numeric,None
220644,ALT,,Labs,9,12,92,chartevents,Numeric,None
220644,ALT,,Labs,110708,0,999999,chartevents,Numeric,None
220645,Sodium (serum),,Labs,156,0,98,chartevents,Numeric,None
220645,Sodium (serum),,Labs,453719,100,999999,chartevents,Numeric,None
220650,Total Protein,,Labs,2478,10.2,9.2,chartevents,Numeric,None
220734,PH (dipstick),,Labs,68,5,9,chartevents,Numeric,None
220734,PH (dipstick),,Labs,40920,5,9,chartevents,Numeric,None
220739,GCS - Eye Opening,,Neurological,1630825,None,To Speech,chartevents,Text,
220765,Intra Cranial Pressure,,Hemodynamics,172901,0,99,chartevents,Numeric,mmHg
220862,Albumin 25%,,Blood Products/Colloids,22903,0.2223457545042038,999.9999761581421,inputevents,Solution,mL
220864,Albumin 5%,,Blood Products/Colloids,26096,4.166666507720947,1499.999942779541,inputevents,Solution,mL
220949,Dextrose 5%,,Fluids/Intake,1034251,-8.242693990468979,100500,inputevents,Solution,mL
220950,Dextrose 10%,,Fluids/Intake,4630,0.0833333358168602,1999.9999523162842,inputevents,Solution,mL
220952,Dextrose 50%,,Fluids/Intake,13411,0,240,inputevents,Solution,mL
220970,Fresh Frozen Plasma,,Blood Products/Colloids,16497,0.13618676364421844,13800,inputevents,Solution,mL
220995,Sodium Bicarbonate 8.4%,,Medications,4,0.6250000186264515,4.99458497390151,inputevents,Solution,mEq
220995,Sodium Bicarbonate 8.4%,,Medications,8738,0.037500000558793545,7545.778503417969,inputevents,Solution,mEq
221036,Nutren Renal (Full),,Nutrition - Enteral,1727,0.10000430792570114,4999.999923706055,inputevents,Solution,mL
221207,Impact (Full),,Nutrition - Enteral,170,0.5834397673606873,2600,inputevents,Solution,mL
221214,CT scan,,5-Imaging,21680,1,1,procedureevents,Processes,None
221216,X-ray,,5-Imaging,6109,1,1,procedureevents,Processes,None
221217,Ultrasound,,5-Imaging,10988,1,1,procedureevents,Processes,None
221219,Venogram,,5-Imaging,60,1,1,procedureevents,Processes,None
221223,EEG,,4-Procedures,2660,1,1,procedureevents,Processes,None
221255,Trans Esophageal Echo,,5-Imaging,1466,1,1,procedureevents,Processes,None
221261,Abciximab (Reopro),,Medications,7,0.42913910147035494,7.4946238619304495,inputevents,Solution,mg
221282,Adenosine,,Medications,435,0,18.000001087784767,inputevents,Solution,mg
221289,Epinephrine,,Medications,12,6.434315992009942,1707.1780166588724,inputevents,Solution,mg
221289,Epinephrine,,Medications,24458,0.00011180055281556633,64.00000862777233,inputevents,Solution,mg
221319,Alteplase (TPA),,Medications,681,0.0070000005507608876,100.00000463332981,inputevents,Solution,mg
221342,Aminophylline,,Medications,20,67.5182476406917,250.00000518048182,inputevents,Solution,mg
221347,Amiodarone,,Medications,8994,0,900.0000621308573,inputevents,Solution,mg
221385,Lorazepam (Ativan),,Medications,37668,0,61.70000342535786,inputevents,Solution,mg
221393,Atropine,,Medications,465,0,150.00000596046448,inputevents,Solution,mg
221429,Esmolol,,Medications,4,500.00002374872565,500.00002374872565,inputevents,Solution,mg
221429,Esmolol,,Medications,12767,1.3700000708922744,12609.297670423985,inputevents,Solution,mg
221456,Calcium Gluconate,,Medications,61978,0.0005555555690079927,199.99999523162842,inputevents,Solution,grams
221468,Diltiazem,,Medications,1,24.99999936844688,24.99999936844688,inputevents,Solution,mg
221468,Diltiazem,,Medications,15712,0,146.29999452154152,inputevents,Solution,mg
221555,Cisatracurium,,Medications,1,0.20000000233721948,0.20000000233721948,inputevents,Solution,mg
221555,Cisatracurium,,Medications,15129,0,800.000024610199,inputevents,Solution,mg
221623,Diazepam (Valium),,Medications,4249,0,50.00000074505806,inputevents,Solution,mg
221653,Dobutamine,,Medications,8513,0.014964458387112245,1000.0000367872417,inputevents,Solution,mg
221662,Dopamine,,Medications,16892,0.017601760191610083,801.6635105013847,inputevents,Solution,mg
221668,Midazolam (Versed),,Medications,108423,0,750.0000181607902,inputevents,Solution,mg
221689,Drotrecogin (Xigris),,Medications,102,0.11336324678268284,10.000001071603037,inputevents,Solution,mg
221712,Ketamine,,Medications,3106,0.045001816033618525,2685.065965168178,inputevents,Solution,mg
221733,Factor VIII,,Blood Products/Colloids,1,5257.9998779296875,5257.9998779296875,inputevents,Solution,International Units
221733,Factor VIII,,Blood Products/Colloids,9,45,6000,inputevents,Solution,International Units
221744,Fentanyl,,Medications,11431,0,8.17199972425442,inputevents,Solution,mg
221744,Fentanyl,,Medications,190993,0,2194.2759940429823,inputevents,Solution,mg
221749,Phenylephrine,,Medications,193260,-0.6430000066757202,274.4640447781421,inputevents,Solution,mg
221794,Furosemide (Lasix),,Medications,2,1,1,inputevents,Solution,mg
221794,Furosemide (Lasix),,Medications,99585,0,1735.0001335144043,inputevents,Solution,mg
221824,Haloperidol (Haldol),,Medications,13621,0,40.00000283122063,inputevents,Solution,mg
221828,Hydralazine,,Medications,30480,0,75.00000298023224,inputevents,Solution,mg
221833,Hydromorphone (Dilaudid),,Medications,1,1,1,inputevents,Solution,mg
221833,Hydromorphone (Dilaudid),,Medications,7,125.00000593718141,2499.9999986903276,inputevents,Solution,mg
221833,Hydromorphone (Dilaudid),,Medications,100567,0,1000.0000018626451,inputevents,Solution,mg
221892,Lepirudin,,Medications,15,1.1469534365460277,100.00000529544195,inputevents,Solution,mg
221906,Norepinephrine,,Medications,336000,2.1360273549930753e-05,42.92795044966624,inputevents,Solution,mg
221986,Milrinone,,Medications,9573,0.003984063823736506,21.900001553149195,inputevents,Solution,mg
222011,Magnesium Sulfate,,Medications,1,40.00000306405127,40.00000306405127,inputevents,Solution,grams
222011,Magnesium Sulfate,,Medications,2,2.0000001043081284,2.0000001043081284,inputevents,Solution,grams
222011,Magnesium Sulfate,,Medications,72556,0.013333333656191826,249.99999046325684,inputevents,Solution,grams
222021,Naloxone (Narcan),,Medications,2,1,1,inputevents,Solution,mg
222021,Naloxone (Narcan),,Medications,26,0.40000000467443897,49.99999873689376,inputevents,Solution,mg
222021,Naloxone (Narcan),,Medications,661,0,8.00000037997961,inputevents,Solution,mg
222037,Nesiritide,,Medications,57,0.015839999434774654,1.5000000262261892,inputevents,Solution,mg
222042,Nicardipine,,Medications,37307,0,126.05102069210261,inputevents,Solution,mg
222051,Nitroprusside,,Medications,7374,0.00508731272930163,199.99999523861334,inputevents,Solution,mg
222056,Nitroglycerin,,Medications,76100,0.0018632384808370261,200.00008342321962,inputevents,Solution,mg
222062,Vecuronium,,Medications,731,0.049994097935268655,100.00000149011612,inputevents,Solution,mg
222151,Procainamide,,Medications,166,6.000000284984708,1999.999922234565,inputevents,Solution,mg
222168,Propofol,,Medications,260,2.499999936844688,149.99999257270247,inputevents,Solution,mg
222168,Propofol,,Medications,397755,-105.8330088853836,10000.000342726707,inputevents,Solution,mg
222190,Ranitidine,,Nutrition - Parenteral,45,0.12242190859979019,40.000003595196176,inputevents,Solution,mg
222315,Vasopressin,,Medications,25892,0.0020780893974006176,399.99999713897705,inputevents,Solution,units
222318,Verapamil,,Medications,103,0,120.00000476837158,inputevents,Solution,mg
223059,Intubation - Details,,Respiratory,1,Complicated,Complicated,chartevents,Text,
